Authors,Year,Study Type,Organism,Common Name,Functional group,Habitat,AI,AI type,Application Rate,Application Units,Dose,Dose Units,Conversion,Individuals (n),Fitness measure,n measure,Response measure,Notes,Mean,SE,SD,Treatment,Replicates,No. Sample Periods,Study Location,Data Source,Graph Digitizer
Walker et al.,2007,lab,Micromus tasmaniae,tasmanian brown lacewing,predator,,IMI,drench,,,0.0136,ml/1000 transplants,,50,survival,total per treatment,percent mortality,"percent mortality after feeding on IMI-treated, day 4",24,6.3,,7,1,,New Zealand,table 1,N
Walker et al.,2007,lab,Micromus tasmaniae,tasmanian brown lacewing,predator,,IMI,drench,,,0.0136,ml/1000 transplants,,50,survival,total per treatment,percent mortality,"percent mortality after feeding on IMI-treated, day 5",30,6.3,,7,1,,New Zealand,table 1,N
Walker et al.,2007,lab,Micromus tasmaniae,tasmanian brown lacewing,predator,,IMI,drench,,,0.0136,ml/1000 transplants,,50,survival,total per treatment,percent mortality,"percent mortality after feeding on IMI-treated, 7",32,6.8,,7,1,,New Zealand,table 1,N
Walker et al.,2007,lab,Micromus tasmaniae,tasmanian brown lacewing,predator,,IMI,drench,,,0.0136,ml/1000 transplants,,50,survival,total per treatment,percent mortality,"percent mortality after feeding on IMI-treated, day 11",34,6.7,,7,1,,New Zealand,table 1,N
Walker et al.,2007,lab,Micromus tasmaniae,tasmanian brown lacewing,predator,,IMI,drench,,,0.0136,ml/1000 transplants,,50,survival,total per treatment,percent mortality,"percent mortality after feeding on IMI-treated, 21",36,7.2,,7,1,,New Zealand,table 1,N
Walker et al.,2007,lab,Micromus tasmaniae,tasmanian brown lacewing,predator,,IMI,drench,,,0.136,ml/1000 transplants,,50,survival,total per treatment,percent mortality,"percent mortality after feeding on IMI-treated, day 1",0,0,,7,1,,New Zealand,table 1,N
Walker et al.,2007,lab,Micromus tasmaniae,tasmanian brown lacewing,predator,,IMI,drench,,,0.136,ml/1000 transplants,,50,survival,total per treatment,percent mortality,"percent mortality after feeding on IMI-treated, day 3",4,2.8,,7,1,,New Zealand,table 1,N
Walker et al.,2007,lab,Micromus tasmaniae,tasmanian brown lacewing,predator,,IMI,drench,,,0.136,ml/1000 transplants,,50,survival,total per treatment,percent mortality,"percent mortality after feeding on IMI-treated, day 4",4,2.9,,7,1,,New Zealand,table 1,N
Walker et al.,2007,lab,Micromus tasmaniae,tasmanian brown lacewing,predator,,IMI,drench,,,0.136,ml/1000 transplants,,50,survival,total per treatment,percent mortality,"percent mortality after feeding on IMI-treated, day 5",6,3.2,,7,1,,New Zealand,table 1,N
Walker et al.,2007,lab,Micromus tasmaniae,tasmanian brown lacewing,predator,,IMI,drench,,,0.136,ml/1000 transplants,,50,survival,total per treatment,percent mortality,"percent mortality after feeding on IMI-treated, 7",10,4.4,,7,1,,New Zealand,table 1,N
Walker et al.,2007,lab,Micromus tasmaniae,tasmanian brown lacewing,predator,,IMI,drench,,,0.136,ml/1000 transplants,,50,survival,total per treatment,percent mortality,"percent mortality after feeding on IMI-treated, day 11",10,4.2,,7,1,,New Zealand,table 1,N
Walker et al.,2007,lab,Micromus tasmaniae,tasmanian brown lacewing,predator,,IMI,drench,,,0.136,ml/1000 transplants,,50,survival,total per treatment,percent mortality,"percent mortality after feeding on IMI-treated, 21",14,5.2,,7,1,,New Zealand,table 1,N
Walker et al.,2007,lab,Micromus tasmaniae,tasmanian brown lacewing,predator,,IMI,drench,,,1.36,ml/1000 transplants,,50,survival,total per treatment,percent mortality,"percent mortality after feeding on IMI-treated, day 1",4,2.5,,7,1,,New Zealand,table 1,N
Walker et al.,2007,lab,Micromus tasmaniae,tasmanian brown lacewing,predator,,IMI,drench,,,1.36,ml/1000 transplants,,50,survival,total per treatment,percent mortality,"percent mortality after feeding on IMI-treated, day 3",16,5.3,,7,1,,New Zealand,table 1,N
Walker et al.,2007,lab,Micromus tasmaniae,tasmanian brown lacewing,predator,,IMI,drench,,,1.36,ml/1000 transplants,,50,survival,total per treatment,percent mortality,"percent mortality after feeding on IMI-treated, day 4",22,6.1,,7,1,,New Zealand,table 1,N
Walker et al.,2007,lab,Micromus tasmaniae,tasmanian brown lacewing,predator,,IMI,drench,,,1.36,ml/1000 transplants,,50,survival,total per treatment,percent mortality,"percent mortality after feeding on IMI-treated, day 5",22,5.7,,7,1,,New Zealand,table 1,N
Walker et al.,2007,lab,Micromus tasmaniae,tasmanian brown lacewing,predator,,IMI,drench,,,1.36,ml/1000 transplants,,50,survival,total per treatment,percent mortality,"percent mortality after feeding on IMI-treated, 7",28,6.5,,7,1,,New Zealand,table 1,N
Walker et al.,2007,lab,Micromus tasmaniae,tasmanian brown lacewing,predator,,IMI,drench,,,1.36,ml/1000 transplants,,50,survival,total per treatment,percent mortality,"percent mortality after feeding on IMI-treated, day 11",30,6.5,,7,1,,New Zealand,table 1,N
Walker et al.,2007,lab,Micromus tasmaniae,tasmanian brown lacewing,predator,,IMI,drench,,,1.36,ml/1000 transplants,,50,survival,total per treatment,percent mortality,"percent mortality after feeding on IMI-treated, 21",38,7.2,,7,1,,New Zealand,table 1,N
Walker et al.,2007,lab,Micromus tasmaniae,tasmanian brown lacewing,predator,,IMI,drench,,,5,ml/1000 transplants,,50,survival,total per treatment,percent mortality,"percent mortality after feeding on IMI-treated, day 1",0,0,,7,1,,New Zealand,table 1,N
Walker et al.,2007,lab,Micromus tasmaniae,tasmanian brown lacewing,predator,,IMI,drench,,,5,ml/1000 transplants,,50,survival,total per treatment,percent mortality,"percent mortality after feeding on IMI-treated, day 3",12,4.7,,7,1,,New Zealand,table 1,N
Walker et al.,2007,lab,Micromus tasmaniae,tasmanian brown lacewing,predator,,IMI,drench,,,5,ml/1000 transplants,,50,survival,total per treatment,percent mortality,"percent mortality after feeding on IMI-treated, day 4",18,5.7,,7,1,,New Zealand,table 1,N
Walker et al.,2007,lab,Micromus tasmaniae,tasmanian brown lacewing,predator,,IMI,drench,,,5,ml/1000 transplants,,50,survival,total per treatment,percent mortality,"percent mortality after feeding on IMI-treated, day 5",18,5.3,,7,1,,New Zealand,table 1,N
Walker et al.,2007,lab,Micromus tasmaniae,tasmanian brown lacewing,predator,,IMI,drench,,,5,ml/1000 transplants,,50,survival,total per treatment,percent mortality,"percent mortality after feeding on IMI-treated, 7",22,6,,7,1,,New Zealand,table 1,N
Walker et al.,2007,lab,Micromus tasmaniae,tasmanian brown lacewing,predator,,IMI,drench,,,5,ml/1000 transplants,,50,survival,total per treatment,percent mortality,"percent mortality after feeding on IMI-treated, day 11",22,5.9,,7,1,,New Zealand,table 1,N
Walker et al.,2007,lab,Micromus tasmaniae,tasmanian brown lacewing,predator,,IMI,drench,,,5,ml/1000 transplants,,50,survival,total per treatment,percent mortality,"percent mortality after feeding on IMI-treated, 21",22,6.2,,7,1,,New Zealand,table 1,N
Walker et al.,2007,lab,Micromus tasmaniae,tasmanian brown lacewing,predator,,IMI,drench,,,15,ml/1000 transplants,,50,survival,total per treatment,percent mortality,"percent mortality after feeding on IMI-treated, day 1",18,4.8,,7,1,,New Zealand,table 1,N
Walker et al.,2007,lab,Micromus tasmaniae,tasmanian brown lacewing,predator,,IMI,drench,,,15,ml/1000 transplants,,50,survival,total per treatment,percent mortality,"percent mortality after feeding on IMI-treated, day 3",42,7.1,,7,1,,New Zealand,table 1,N
Walker et al.,2007,lab,Micromus tasmaniae,tasmanian brown lacewing,predator,,IMI,drench,,,15,ml/1000 transplants,,50,survival,total per treatment,percent mortality,"percent mortality after feeding on IMI-treated, day 4",44,7.3,,7,1,,New Zealand,table 1,N
Walker et al.,2007,lab,Micromus tasmaniae,tasmanian brown lacewing,predator,,IMI,drench,,,15,ml/1000 transplants,,50,survival,total per treatment,percent mortality,"percent mortality after feeding on IMI-treated, day 5",46,6.8,,7,1,,New Zealand,table 1,N
Walker et al.,2007,lab,Micromus tasmaniae,tasmanian brown lacewing,predator,,IMI,drench,,,15,ml/1000 transplants,,50,survival,total per treatment,percent mortality,"percent mortality after feeding on IMI-treated, 7",58,7.2,,7,1,,New Zealand,table 1,N
Walker et al.,2007,lab,Micromus tasmaniae,tasmanian brown lacewing,predator,,IMI,drench,,,15,ml/1000 transplants,,50,survival,total per treatment,percent mortality,"percent mortality after feeding on IMI-treated, day 11",58,7,,7,1,,New Zealand,table 1,N
Walker et al.,2007,lab,Micromus tasmaniae,tasmanian brown lacewing,predator,,IMI,drench,,,15,ml/1000 transplants,,50,survival,total per treatment,percent mortality,"percent mortality after feeding on IMI-treated, 21",58,7.4,,7,1,,New Zealand,table 1,N
Gontijo et al.,2014,lab,Chrysoperla carnea,common green lacewing,omnivore,,control,untreated seed,0,mg/kg,,,,40,survival,total per treatment,percent survival (larval),percent of larvae yielding pupae,97.5,2.5,,2,8,,Kansas,table 1,N
Gontijo et al.,2014,lab,Chrysoperla carnea,common green lacewing,omnivore,,THX,treated seed,50,mg/kg,,,,40,survival,total per treatment,percent survival (larval),percent of larvae yielding pupae,92.5,5.26,,2,8,,Kansas,table 1,N
Gontijo et al.,2014,lab,Chrysoperla carnea,common green lacewing,omnivore,,control,untreated seed,0,mg/kg,,,,40,survival,total per treatment,percent survival (pupal),percent of pupae yielding viable adults,85,5,,2,8,,Kansas,table 1,N
Gontijo et al.,2014,lab,Chrysoperla carnea,common green lacewing,omnivore,,THX,treated seed,50,mg/kg,,,,40,survival,total per treatment,percent survival (pupal),percent of pupae yielding viable adults,92.5,5.26,,2,8,,Kansas,table 1,N
Gontijo et al.,2014,lab,Chrysoperla carnea,common green lacewing,omnivore,,control,untreated seed,0,mg/kg,,,,16,reproduction,total per treatment,fecundity,10 day fecundity (eggs per female),105.4,10.62,,2,8,,Kansas,table 1,N
Gontijo et al.,2014,lab,Chrysoperla carnea,common green lacewing,omnivore,,THX,treated seed,50,mg/kg,,,,12,reproduction,total per treatment,fecundity,10 day fecundity (eggs per female),93.3,8.38,,2,8,,Kansas,table 1,N
Gontijo et al.,2014,lab,Chrysoperla carnea,common green lacewing,omnivore,,control,untreated seed,0,mg/kg,,,,20,reproduction,pairs per treatment,fecundity,10 day fecundity (eggs per female),73.3,11.77,,2,,,Kansas,table 2,N
Gontijo et al.,2014,lab,Chrysoperla carnea,common green lacewing,omnivore,,THX,treated seed,50,mg/kg,,,,20,reproduction,pairs per treatment,fecundity,10 day fecundity (eggs per female),15.1,9.41,,2,,,Kansas,table 2,N
Gontijo et al.,2014b,lab,Orius insidiosus,insidious flower bug,predator,,control,untreated seed,0,mg/100kg,,,,50,survival,total per treatment,percent survival ,percent survival on two-leaf plants,92,3.27,,2,10,,Kansas,table 3,N
Gontijo et al.,2014b,lab,Orius insidiosus,insidious flower bug,predator,,THX,treated seed,50,mg/100kg,,,,50,survival,total per treatment,percent survival ,percent survival on two-leaf plants,52,9.52,,2,10,,Kansas,table 3,N
Gontijo et al.,2014b,lab,Orius insidiosus,insidious flower bug,predator,,control,untreated seed,0,mg/100kg,,,,50,survival,total per treatment,percent survival ,percent survival on six-leaf plants,82,4.67,,2,10,,Kansas,table 3,N
Gontijo et al.,2014b,lab,Orius insidiosus,insidious flower bug,predator,,THX,treated seed,50,mg/100kg,,,,50,survival,total per treatment,percent survival ,percent survival on six-leaf plants,92,3.27,,2,10,,Kansas,table 3,N
Gontijo et al.,2014b,lab,Orius insidiosus,insidious flower bug,predator,,control,untreated seed,0,mg/100kg,,,,50,development,total per treatment,nymphal period,nymphal period (days),12.64,0.19,,2,10,,Kansas,table 3,N
Gontijo et al.,2014b,lab,Orius insidiosus,insidious flower bug,predator,,THX,treated seed,50,mg/100kg,,,,50,development,total per treatment,nymphal period,nymphal period (days),13.99,0.17,,2,10,,Kansas,table 3,N
Gontijo et al.,2014b,lab,Orius insidiosus,insidious flower bug,predator,,control,untreated seed,0,mg/100kg,,,,50,development,total per treatment,nymphal period,nymphal period (days),11.4,0.21,,2,10,,Kansas,table 3,N
Gontijo et al.,2014b,lab,Orius insidiosus,insidious flower bug,predator,,THX,treated seed,50,mg/100kg,,,,50,development,total per treatment,nymphal period,nymphal period (days),11.65,0.21,,2,10,,Kansas,table 3,N
Gontijo et al.,2014b,lab,Orius insidiosus,insidious flower bug,predator,,control,untreated seed,0,mg/100kg,,,,25,reproduction,pairs per treatment,egg production,eggs per female per day on two-leaf plants,4.97,0.69,,2,,,Kansas,table 5,N
Gontijo et al.,2014b,lab,Orius insidiosus,insidious flower bug,predator,,THX,treated seed,50,mg/100kg,,,,25,reproduction,pairs per treatment,egg production,eggs per female per day on two-leaf plants,5.35,0.66,,2,,,Kansas,table 5,N
Gontijo et al.,2014b,lab,Orius insidiosus,insidious flower bug,predator,,control,untreated seed,0,mg/100kg,,,,25,reproduction,pairs per treatment,egg fertility,percent of eggs hatching on two-leaf plants,63.09,6.82,,2,,,Kansas,table 5,N
Gontijo et al.,2014b,lab,Orius insidiosus,insidious flower bug,predator,,THX,treated seed,50,mg/100kg,,,,25,reproduction,pairs per treatment,egg fertility,percent of eggs hatching on two-leaf plants,62.49,7.12,,2,,,Kansas,table 5,N
Gontijo et al.,2014b,lab,Orius insidiosus,insidious flower bug,predator,,control,untreated seed,0,mg/100kg,,,,25,survival,pairs per treatment,survival,percent survival of nymphs on two-leaf plants,68.19,9.28,,2,,,Kansas,table 5,N
Gontijo et al.,2014b,lab,Orius insidiosus,insidious flower bug,predator,,THX,treated seed,50,mg/100kg,,,,25,survival,pairs per treatment,survival,percent survival of nymphs on two-leaf plants,61.55,8.27,,2,,,Kansas,table 5,N
Gontijo et al.,2014b,lab,Orius insidiosus,insidious flower bug,predator,,control,untreated seed,0,mg/100kg,,,,25,reproduction,pairs per treatment,egg production,eggs per female per day on six-leaf plants,7.16,0.6,,2,,,Kansas,table 5,N
Gontijo et al.,2014b,lab,Orius insidiosus,insidious flower bug,predator,,THX,treated seed,50,mg/100kg,,,,25,reproduction,pairs per treatment,egg production,eggs per female per day on six-leaf plants,7.42,0.52,,2,,,Kansas,table 5,N
Gontijo et al.,2014b,lab,Orius insidiosus,insidious flower bug,predator,,control,untreated seed,0,mg/100kg,,,,25,reproduction,pairs per treatment,egg fertility,percent of eggs hatching on six-leaf plants,62.59,6.35,,2,,,Kansas,table 5,N
Gontijo et al.,2014b,lab,Orius insidiosus,insidious flower bug,predator,,THX,treated seed,50,mg/100kg,,,,25,reproduction,pairs per treatment,egg fertility,percent of eggs hatching on six-leaf plants,76,7.39,,2,,,Kansas,table 5,N
Gontijo et al.,2014b,lab,Orius insidiosus,insidious flower bug,predator,,control,untreated seed,0,mg/100kg,,,,25,survival,pairs per treatment,survival,percent survival of nymphs on six-leaf plants,54.48,11.16,,2,,,Kansas,table 5,N
Gontijo et al.,2014b,lab,Orius insidiosus,insidious flower bug,predator,,THX,treated seed,50,mg/100kg,,,,25,survival,pairs per treatment,survival,percent survival of nymphs on six-leaf plants,75.34,7.7,,2,,,Kansas,table 5,N
Tasei et al.,2000,lab,Bombus terrestris,buff-tailed bumblebee,pollinator,,control,syrup/pollen,,,0,µg/kg,,66,feeding,total per treatment,pollen consumption,pollen consumed per worker per day (mg),30.3,1.1,,3,86,,France,table 1,N
Tasei et al.,2000,lab,Bombus terrestris,buff-tailed bumblebee,pollinator,,IMI,pure grade,,,6,µg/kg,,75,feeding,total per treatment,pollen consumption,pollen consumed per worker per day (mg),26.6,1.2,,3,86,,France,table 1,N
Tasei et al.,2000,lab,Bombus terrestris,buff-tailed bumblebee,pollinator,,IMI,pure grade,,,16,µg/kg,,72,feeding,total per treatment,pollen consumption,pollen consumed per worker per day (mg),30,2.2,,3,86,,France,table 1,N
Tasei et al.,2000,lab,Bombus terrestris,buff-tailed bumblebee,pollinator,,control,syrup/pollen,,,0,µg/kg,,51,reproduction,total per treatment,emergence (males),mean emergence delay of first male (days),38.2,2.1,,3,86,,France,table 2,N
Tasei et al.,2000,lab,Bombus terrestris,buff-tailed bumblebee,pollinator,,IMI,pure grade,,,6,µg/kg,,48,reproduction,total per treatment,emergence (males),mean emergence delay of first male (days),41.3,1.8,,3,86,,France,table 2,N
Tasei et al.,2000,lab,Bombus terrestris,buff-tailed bumblebee,pollinator,,IMI,pure grade,,,16,µg/kg,,51,reproduction,total per treatment,emergence (males),mean emergence delay of first male (days),43.9,3.2,,3,86,,France,table 2,N
Tasei et al.,2000,lab,Bombus terrestris,buff-tailed bumblebee,pollinator,,control,syrup/pollen,,,0,µg/kg,,54,reproduction,total per treatment,abundance,mean number of adult males per colony,10.6,1.5,,3,86,,France,table 3,N
Tasei et al.,2000,lab,Bombus terrestris,buff-tailed bumblebee,pollinator,,IMI,pure grade,,,6,µg/kg,,54,reproduction,total per treatment,abundance,mean number of adult males per colony,6.3,0.8,,3,86,,France,table 3,N
Tasei et al.,2000,lab,Bombus terrestris,buff-tailed bumblebee,pollinator,,IMI,pure grade,,,16,µg/kg,,51,reproduction,total per treatment,abundance,mean number of adult males per colony,10.1,1.1,,3,86,,France,table 3,N
Tasei et al.,2000,lab,Bombus terrestris,buff-tailed bumblebee,pollinator,,control,syrup/pollen,,,0,µg/kg,,69,reproduction,total per treatment,abundance,mean number of larvae produced per colony,14.6,1.8,,3,86,,France,table 3,N
Tasei et al.,2000,lab,Bombus terrestris,buff-tailed bumblebee,pollinator,,IMI,pure grade,,,6,µg/kg,,60,reproduction,total per treatment,abundance,mean number of larvae produced per colony,8.3,1.2,,3,86,,France,table 3,N
Tasei et al.,2000,lab,Bombus terrestris,buff-tailed bumblebee,pollinator,,IMI,pure grade,,,16,µg/kg,,66,reproduction,total per treatment,abundance,mean number of larvae produced per colony,11.2,1.3,,3,86,,France,table 3,N
Vincent et al.,2000,lab,Harmona axyridis,asian ladybeetle,predator,,control,water,,,0,g/L,,40,condition,total per treatment,larval weight,maximum larval weight (mg),34.9,1.3,,5,,,France,table 2,N
Vincent et al.,2000,lab,Harmona axyridis,asian ladybeetle,predator,,IMI,not specified,,,0.0015,g/L,,40,condition,total per treatment,larval weight,maximum larval weight (mg),34.2,1.6,,5,,,France,table 2,N
Vincent et al.,2000,lab,Harmona axyridis,asian ladybeetle,predator,,IMI,not specified,,,0.015,g/L,,40,condition,total per treatment,larval weight,maximum larval weight (mg),32.1,1.8,,5,,,France,table 2,N
Vincent et al.,2000,lab,Harmona axyridis,asian ladybeetle,predator,,IMI,not specified,,,0.15,g/L,,40,condition,total per treatment,larval weight,maximum larval weight (mg),36.1,1.4,,5,,,France,table 2,N
Vincent et al.,2000,lab,Harmona axyridis,asian ladybeetle,predator,,IMI,not specified,,,0.3,g/L,,40,condition,total per treatment,larval weight,maximum larval weight (mg),32.4,1.5,,5,,,France,table 2,N
Vincent et al.,2000,lab,Harmona axyridis,asian ladybeetle,predator,,control,water,,,0,g/L,,40,condition,total per treatment,weight gain,larval weight gain (mg),27.7,1.2,,5,,,France,table 2,N
Vincent et al.,2000,lab,Harmona axyridis,asian ladybeetle,predator,,IMI,not specified,,,0.0015,g/L,,40,condition,total per treatment,weight gain,larval weight gain (mg),26.4,1.6,,5,,,France,table 2,N
Vincent et al.,2000,lab,Harmona axyridis,asian ladybeetle,predator,,IMI,not specified,,,0.015,g/L,,40,condition,total per treatment,weight gain,larval weight gain (mg),24.5,1.8,,5,,,France,table 2,N
Vincent et al.,2000,lab,Harmona axyridis,asian ladybeetle,predator,,IMI,not specified,,,0.15,g/L,,40,condition,total per treatment,weight gain,larval weight gain (mg),28.4,1.3,,5,,,France,table 2,N
Vincent et al.,2000,lab,Harmona axyridis,asian ladybeetle,predator,,IMI,not specified,,,0.3,g/L,,40,condition,total per treatment,weight gain,larval weight gain (mg),25.2,1.4,,5,,,France,table 2,N
Papachristos et al.,2008,lab,Hippodamia undecimnotata,black-spotted lady beetle,predator,,control,water,,,0,mg/pot,,20,survival,pairs per treatment,longevity,longevity of females (days),122.9,7.7,,2,10,,Greece,table 3,N
Papachristos et al.,2008,lab,Hippodamia undecimnotata,black-spotted lady beetle,predator,,IMI,commercial liquid,,,0.0206,mg/pot,,20,survival,pairs per treatment,longevity,longevity of females (days),98,4.4,,2,10,,Greece,table 3,N
Papachristos et al.,2008,lab,Hippodamia undecimnotata,black-spotted lady beetle,predator,,control,water,,,0,mg/pot,,20,survival,pairs per treatment,longevity,longevity of males (days),104.3,4.5,,2,10,,Greece,table 3,N
Papachristos et al.,2008,lab,Hippodamia undecimnotata,black-spotted lady beetle,predator,,IMI,commercial liquid,,,0.0206,mg/pot,,20,survival,pairs per treatment,longevity,longevity of males (days),72.2,10.7,,2,10,,Greece,table 3,N
Papachristos et al.,2008,lab,Hippodamia undecimnotata,black-spotted lady beetle,predator,,control,water,,,0,mg/pot,,20,reproduction,pairs per treatment,egg production,eggs per female (mean),1089.1,69.2,,2,10,,Greece,table 3,N
Papachristos et al.,2008,lab,Hippodamia undecimnotata,black-spotted lady beetle,predator,,IMI,commercial liquid,,,0.0206,mg/pot,,20,reproduction,pairs per treatment,egg production,eggs per female (mean),725.3,102.1,,2,10,,Greece,table 3,N
Papachristos et al.,2008,lab,Hippodamia undecimnotata,black-spotted lady beetle,predator,,control,water,,,0,mg/pot,,20,reproduction,pairs per treatment,eggs hatched,percent of eggs hatching,70.2,6,,2,10,,Greece,table 3,N
Papachristos et al.,2008,lab,Hippodamia undecimnotata,black-spotted lady beetle,predator,,IMI,commercial liquid,,,0.0206,mg/pot,,20,reproduction,pairs per treatment,eggs hatched,percent of eggs hatching,58.2,4.9,,2,10,,Greece,table 3,N
Khani et al.,2012,lab,Cryptolaemus montrouzie,mealybug ladybird,predator,,control,untreated,,,0,µg/mL,,15,reproduction,females per treatment,fecundity,fecundity (mean no. eggs),921.8,12.26,,2,,,Iran,table 2,N
Khani et al.,2012,lab,Cryptolaemus montrouzie,mealybug ladybird,predator,,IMI,technical grade,,,23.91,µg/mL,,15,reproduction,females per treatment,fecundity,fecundity (mean no. eggs),86.4,10.7,,2,,,Iran,table 2,N
Khani et al.,2012,lab,Cryptolaemus montrouzie,mealybug ladybird,predator,,control,untreated,,,0,µg/mL,,15,reproduction,females per treatment,eggs hatched,percent of eggs hatching,81.13,0.89,,2,,,Iran,table 2,N
Khani et al.,2012,lab,Cryptolaemus montrouzie,mealybug ladybird,predator,,IMI,technical grade,,,23.91,µg/mL,,15,reproduction,females per treatment,eggs hatched,percent of eggs hatching,39.91,1.46,,2,,,Iran,table 2,N
Khani et al.,2012,lab,Cryptolaemus montrouzie,mealybug ladybird,predator,,control,untreated,,,0,µg/mL,,15,survival,females per treatment,longevity,longevity of females (days),101.13,1.71,,2,,,Iran,table 2,N
Khani et al.,2012,lab,Cryptolaemus montrouzie,mealybug ladybird,predator,,IMI,technical grade,,,23.91,µg/mL,,15,survival,females per treatment,longevity,longevity of females (days),31.93,5.5,,2,,,Iran,table 2,N
Rogers et al.,2007,lab,Chrysoperla carnea,common green lacewing,predator,,control,granular,0,g,,,,336,survival,total adults per treatment,survival,percent survival of adults (10d),86,2.6,,3,3,,Minnesota,figure 3,Y
Rogers et al.,2007,lab,Chrysoperla carnea,common green lacewing,predator,,IMI,granular,6,g,,,,336,survival,total adults per treatment,survival,percent survival of adults (10d),23.6,9.1,,3,3,,Minnesota,figure 3,Y
Rogers et al.,2007,lab,Chrysoperla carnea,common green lacewing,predator,,IMI,granular,12,g,,,,336,survival,total adults per treatment,survival,percent survival of adults (10d),18.2,4.2,,3,3,,Minnesota,figure 3,Y
Rogers et al.,2007,lab,Chrysoperla carnea,common green lacewing,predator,,control,granular,0,g,,,,540,survival,total adults per treatment,survival,percent survival of adults (10d),70.1,0.8,,3,4,,Minnesota,figure 3,Y
Rogers et al.,2007,lab,Chrysoperla carnea,common green lacewing,predator,,IMI,granular,6,g,,,,540,survival,total adults per treatment,survival,percent survival of adults (10d),12.8,3,,3,4,,Minnesota,figure 3,Y
Rogers et al.,2007,lab,Chrysoperla carnea,common green lacewing,predator,,IMI,granular,12,g,,,,540,survival,total adults per treatment,survival,percent survival of adults (10d),1.94,0.77,,3,4,,Minnesota,figure 3,Y
Rogers et al.,2007,lab,Chrysoperla carnea,common green lacewing,predator,,control,granular,0,g,,,,708,survival,total adults per treatment,survival,percent survival of adults (10d),82.2,3.6,,3,4,,Minnesota,figure 3,Y
Rogers et al.,2007,lab,Chrysoperla carnea,common green lacewing,predator,,IMI,granular,6,g,,,,708,survival,total adults per treatment,survival,percent survival of adults (10d),3.9,1.13,,3,4,,Minnesota,figure 3,Y
Rogers et al.,2007,lab,Chrysoperla carnea,common green lacewing,predator,,IMI,granular,12,g,,,,708,survival,total adults per treatment,survival,percent survival of adults (10d),2.32,0.41,,3,4,,Minnesota,figure 3,Y
Poletti et al.,2007,lab,Neoseiulus californicus,predatory mite,predator,,control,water,,,0,mg/L,,50,survival,total females per treatment,survival,percent mortality,8,4.2,,4,10,,Brazil,table 1,N
Poletti et al.,2007,lab,Neoseiulus californicus,predatory mite,predator,,ACT,powder,,,80,mg/L,,50,survival,total females per treatment,survival,percent mortality,10,3,,4,10,,Brazil,table 1,N
Poletti et al.,2007,lab,Neoseiulus californicus,predatory mite,predator,,IMI,granular,,,280,mg/L,,50,survival,total females per treatment,survival,percent mortality,2.2,3.1,,4,10,,Brazil,table 1,N
Poletti et al.,2007,lab,Neoseiulus californicus,predatory mite,predator,,THX,granular,,,135,mg/L,,50,survival,total females per treatment,survival,percent mortality,6,3,,4,10,,Brazil,table 1,N
Poletti et al.,2007,lab,Phytoseiulus macropilis,predatory mite,predator,,control,water,,,0,mg/L,,50,survival,total females per treatment,survival,percent mortality,8,4.7,,4,10,,Brazil,table 1,N
Poletti et al.,2007,lab,Phytoseiulus macropilis,predatory mite,predator,,ACT,powder,,,80,mg/L,,50,survival,total females per treatment,survival,percent mortality,2,3.3,,4,10,,Brazil,table 1,N
Poletti et al.,2007,lab,Phytoseiulus macropilis,predatory mite,predator,,IMI,granular,,,280,mg/L,,50,survival,total females per treatment,survival,percent mortality,12,3.3,,4,10,,Brazil,table 1,N
Poletti et al.,2007,lab,Phytoseiulus macropilis,predatory mite,predator,,THX,granular,,,135,mg/L,,50,survival,total females per treatment,survival,percent mortality,6,3.3,,4,10,,Brazil,table 1,N
Kim et al.,2006,lab,Deraeocoris brevis,predaceous bug,predator,,control,not specified,,,0,mg/L,,50,survival,total nymphs per treatment,survival,percent nymph mortality (24 hr),8,2.24,,3,5,,Oregon ,table 2,N
Kim et al.,2006,lab,Deraeocoris brevis,predaceous bug,predator,,ACT,not specified,,,17.8,mg/L,,50,survival,total nymphs per treatment,survival,percent nymph mortality (24 hr),22,6.52,,3,5,,Oregon ,table 2,N
Kim et al.,2006,lab,Deraeocoris brevis,predaceous bug,predator,,ACT,not specified,,,178,mg/L,,50,survival,total nymphs per treatment,survival,percent nymph mortality (24 hr),56,10.95,,3,5,,Oregon ,table 2,N
Kim et al.,2006,lab,Deraeocoris brevis,predaceous bug,predator,,control,not specified,,,0,mg/L,,50,survival,total nymphs per treatment,survival,percent nymph mortality (48 hr),14,4.47,,3,5,,Oregon ,table 2,N
Kim et al.,2006,lab,Deraeocoris brevis,predaceous bug,predator,,ACT,not specified,,,17.8,mg/L,,50,survival,total nymphs per treatment,survival,percent nymph mortality (48 hr),24,7.58,,3,5,,Oregon ,table 2,N
Kim et al.,2006,lab,Deraeocoris brevis,predaceous bug,predator,,ACT,not specified,,,178,mg/L,,50,survival,total nymphs per treatment,survival,percent nymph mortality (48 hr),72,8.22,,3,5,,Oregon ,table 2,N
Kim et al.,2006,lab,Deraeocoris brevis,predaceous bug,predator,,control,not specified,,,0,mg/L,,50,survival,total nymphs per treatment,survival,percent nymph mortality (96 hr),14,4.47,,3,5,,Oregon ,table 2,N
